safe_idx,click_predictions_mean,click_predictions_std,click,opt_prices,payprice,slotprice,payprice_predictions_mean,payprice_predictions_std
1789,0,0.999999597,0,8.622508519,70,70,70,2.29E-06
1811,0,0.99999956,0,9.138538095,70,70,70,5.00E-06
1841,0,0.99999956,0,9.782717027,70,70,70,5.00E-06
1891,0,0.999999597,0,9.050990125,70,70,70,2.29E-06
1923,0,0.999999574,1,9.425046995,70,70,73.92962991,0.639929102
1934,0,0.999999597,0,10.02594737,70,70,70,2.29E-06
1944,0,0.999999565,0,9.684058428,70,70,66.9921989,0.263216405
1958,0,1,1,9.043151689,187,0,65.38980226,0.532820704
1963,0,0.999999558,1,9.387514874,70,70,56.29054616,0.461477921
1990,0,0.999999597,0,8.903015365,70,70,70,2.29E-06
2020,0,0.999999219,1,9.019742884,67,0,120.1118679,0.421851552
2023,0,0.99999956,0,8.994375132,70,70,70,5.00E-06
2036,0,0.999999727,1,8.806790533,71,0,17.63040257,0.652585345
2060,0,1,1,8.577551628,257,0,161.3658047,0.763474138
2061,0,0.999999565,0,8.992987531,70,70,70,4.08E-06
2079,0,0.999999564,1,8.851921699,70,70,33.14342007,0.756946146
2120,0,0.999999561,1,8.991798885,70,70,63.99290363,0.243465948
2137,0,0.999999563,0,8.976590553,70,70,70,7.07E-06
2150,0,0.999999563,0,8.951262305,70,70,70,7.07E-06
2184,0,0.999999597,0,8.943126389,70,70,70,2.29E-06
2206,0,0.999999971,1,8.437202233,80,80,48.05270675,0.862000937
2211,0,0.999999563,0,9.325035799,70,70,70,4.47E-06
2235,0,0.99999956,0,8.617779812,70,70,70,5.00E-06
2236,0,0.99999956,0,9.160668554,70,70,70,5.00E-06
2252,0,0.999999563,0,9.042757332,70,70,70,7.07E-06
2278,0,0.999999576,1,8.886313881,70,70,110.1656607,0.337959984
2331,0,0.99999956,1,9.0871113,70,70,70.59898812,0.500843844
2339,0,0.999999564,0,8.956311137,70,70,69.99999999,7.07E-06
2341,0,0.999999597,0,8.661861266,70,70,70,2.29E-06
2352,0,0.999999564,0,8.638063458,70,70,70,1.00E-05
2377,0,0.999999585,1,9.299662234,70,70,65.02634065,0.634394712
2386,0,1,1,8.483586289,257,0,161.3658047,0.763474138
2423,1,0.999699965,1,14.98492259,43,5,62.61122894,0.366684841
2434,0,0.999999619,1,8.932871856,70,70,38.48404669,0.630202227
2435,0,0.999999576,1,9.477569854,70,70,70.00000001,1.00E-05
2457,0,1,1,5.661766811,116,5,6.463298798,0.887968977
2488,0,0.999999634,1,9.115311488,70,70,56.98598796,0.525133813
2498,0,1,1,8.511382909,151,0,65.69346034,0.727585867
2582,0,0.999999565,0,9.096859268,70,70,70,4.08E-06
2608,0,0.999999563,0,9.256723163,70,70,70,7.07E-06
2609,1,0.997737752,1,21.24819722,34,0,71.37590408,0.880256469
2623,0,0.999999597,0,8.73862347,70,70,70,2.29E-06
2629,0,0.999999563,0,4.924024555,70,70,67.50382013,0.353408682
2637,1,0.999621629,1,-0.723512267,44,5,2.78E-13,1
2674,1,0.94379863,1,128.2177121,16,10,7.96E-22,1
2690,0,0.999998924,0,22.85052469,70,70,70,1.80E-06
2701,0,0.999998924,0,23.68355492,70,70,70,1.80E-06
2736,0,0.999998924,0,21.87227347,70,70,70,1.80E-06
2773,0,0.999998835,1,1.109229864,70,70,2.83E-06,1
2781,0,0.999998833,0,24.52513724,70,70,70,3.33E-06
2793,0,0.999998924,0,19.90763942,70,70,70,1.80E-06
2807,0,0.999998924,0,25.55005351,70,70,70,1.80E-06
2808,0,0.999998924,0,21.779061,70,70,70,1.80E-06
2831,1,0.999558483,1,1.101377499,44,5,1.27E-08,1
2847,0,0.999998845,0,25.89220229,70,70,70,3.54E-06
2860,0,0.999998843,0,22.63213394,70,70,70,5.77E-06
2868,0,0.999998841,1,0.000893879,70,70,5.08E-06,1
2901,0,1,1,0.073290207,149,5,2.60E-08,1
2912,0,0.999998867,1,23.20532085,70,70,69.99999999,1.00E-05
2915,0,0.9999998,1,9.15452156,76,0,8.678263013,0.998347122
2946,0,0.999998924,0,20.65865464,70,70,70,1.80E-06
2964,0,0.999998833,0,20.87880417,70,70,70,3.33E-06
2976,0,0.999998835,1,19.83911789,70,70,69.99999999,1.00E-05
2990,0,0.999998924,0,22.64401112,70,70,70,1.80E-06
2996,0,0.99999883,1,4.154371679,70,70,4.241639996,0.99834164
3034,0,1,1,23.61900291,148,148,148,1.00E-05
3051,0,0.999998977,1,24.99432587,70,70,69.99999999,1.00E-05
3053,0,0.999987722,1,-0.695432112,57,5,2.09E-12,1
3058,0,1,1,0.01597911,137,0,3.10E-08,1
3059,0,0.999998924,0,24.86042699,70,70,70,1.80E-06
3065,0,0.999998841,0,18.63984993,70,70,70,3.78E-06
3076,0,0.999998913,1,0.050886837,70,70,4.42E-05,1
3117,0,0.999998924,0,20.21463311,70,70,70,1.80E-06
3161,0,0.999998944,1,-0.393003186,70,70,2.55E-08,1
3165,0,0.999998848,1,0.355246213,70,70,1.54E-07,1
3166,0,1,1,0.794059795,154,5,0.039864562,0.999999982
3198,0,0.999998924,0,21.04868414,70,70,70,1.80E-06
3237,1,0.948394618,1,127.8942769,17,10,17,1.00E-05
3243,0,0.999998841,0,19.69105233,70,70,70,3.78E-06
3253,0,0.999998924,0,22.93809917,70,70,70,1.80E-06
3257,0,1,1,-0.815257222,230,5,1.49E-08,1
3271,1,0.849412926,1,137.2793297,14,0,1.66E-05,1
3289,1,0.999621629,1,0.117294387,44,5,2.78E-13,1
3305,0,1,1,0.984495929,137,0,3.10E-08,1
3364,1,0.999889445,1,0.008932264,50,5,0.003065701,1
3365,0,1,1,0.137434329,172,5,4.93E-14,1
3369,0,0.999998924,0,24.47285866,70,70,70,1.80E-06
3380,1,0.999527604,1,24.32485277,43,0,43,1.00E-05
3410,0,0.999998924,0,23.26590443,70,70,70,1.80E-06
3420,0,0.999998924,0,22.36205603,70,70,70,1.80E-06
3440,0,0.999999988,1,0.008855586,87,0,0.001920132,1
3463,1,0.983400877,1,41.04364294,27,5,3.59E-06,1
3483,0,0.999999996,1,-1.112130337,92,5,0.047665046,0.999999982
3485,0,0.999998841,0,19.46891711,70,70,70,3.78E-06
3505,0,1,1,-0.276264269,230,5,1.49E-08,1
3519,0,0.999998833,0,25.37484558,70,70,70,3.33E-06
3521,0,0.999998843,0,24.15261497,70,70,70,5.77E-06
3525,1,0.944324305,1,58.22450493,19,0,19,1.00E-05
3535,0,0.99999883,1,4.543446156,70,70,4.241639996,0.99834164
3542,0,0.999998829,1,27.85703493,70,70,69.99999999,1.00E-05
3587,0,0.999998845,0,22.56628799,70,70,70,3.54E-06
3591,0,0.999998845,0,21.47079453,70,70,70,3.54E-06
3596,0,0.999998833,0,20.46242991,70,70,70,3.33E-06
3597,0,0.999999913,1,-0.132129393,80,80,3.16E-11,1
3609,0,0.999998841,0,24.51763919,70,70,70,3.78E-06
3614,0,0.999998924,0,21.65402663,70,70,70,1.80E-06
3620,0,0.999998843,0,24.22673705,70,70,70,5.77E-06
3650,0,0.999998909,1,0.896506494,70,70,0.219672392,0.999994527
3652,0,0.999951051,1,-0.114743142,52,5,9.45E-20,1
3665,0,0.999998094,0,10.04357183,70,70,70,5.00E-06
3722,0,0.999998221,0,14.9049151,70,70,70,1.46E-06
3754,0,0.999998099,0,11.73240645,70,70,70,1.00E-05
3769,0,0.999998221,0,11.06788022,70,70,70,1.46E-06
3792,0,0.999998221,0,11.47811893,70,70,70,1.46E-06
3798,0,0.999998307,1,14.87998779,70,70,50.16387796,0.816003792
3809,0,0.999998221,1,12.99349531,70,70,68.48105838,0.471435741
3815,0,1,1,12.86670439,177,5,28.36154243,0.986643655
3818,0,0.999998095,0,16.09381365,70,70,70,4.47E-06
3819,0,0.999999924,1,17.86331394,82,0,59.29672241,0.644759874
3820,0,0.999998084,1,17.65901642,70,70,70,1.00E-05
3837,0,1,1,15.21220052,187,0,187,1.00E-05
3847,0,1,1,15.58238055,179,0,57.29063416,0.906568929
3863,0,1,1,14.66096267,170,5,186.837448,0.831071264
3892,0,0.99999809,1,15.17285299,70,70,70,1.00E-05
3910,1,0.940251365,1,74.12765181,20,20,6.291934675,0.997287332
3927,0,0.999998142,1,13.64313047,70,70,86.15897484,0.575365946
3944,0,0.999990495,1,13.4561779,61,0,66.71382904,0.796030381
3947,0,1,1,12.7250372,154,5,154,1.00E-05
3951,0,0.999998093,0,13.01050405,70,70,63.93777566,0.542428956
3973,0,0.999999839,1,12.68926863,80,80,42.43653738,0.874321543
3981,0,0.999998221,0,13.78966848,70,70,70,1.46E-06
3991,0,0.999998078,0,13.35937067,70,70,70,2.77E-06
4004,0,0.999999839,1,13.55932071,80,80,33.30499769,0.946728834
4028,0,0.999998383,1,13.5404729,70,70,70,1.00E-05
4035,0,0.999998221,0,13.80672081,70,70,70,1.46E-06
4064,0,0.999998221,0,13.82100529,70,70,70,1.46E-06
4071,0,0.999998094,0,14.09348242,70,70,70,5.00E-06
4077,0,0.999998343,1,14.61434982,70,70,42.0480561,0.921616905
4116,0,0.999998098,0,15.71500742,70,70,70,3.02E-06
4137,0,0.999998248,1,14.80219839,70,70,19.91075847,0.979586123
4142,0,0.999999617,1,6.306162256,76,0,11.9262026,0.85493851
4143,0,1,1,13.03973988,114,0,127.6750027,0.882725103
4152,0,0.999998221,0,14.36166877,70,70,70,1.46E-06
4167,0,0.999998095,0,13.69890549,70,70,70,4.47E-06
4169,0,0.999998092,0,13.86823993,70,70,70,3.16E-06
4170,0,0.999998098,0,14.310655,70,70,70,3.02E-06
4191,0,0.999998091,0,15.31309077,70,70,70,3.54E-06
4201,0,0.999999656,1,14.97813759,76,0,75.99999999,1.00E-05
4207,0,0.999998221,0,15.801462,70,70,70,1.46E-06
4226,0,0.999998081,1,15.23101552,70,70,70,1.00E-05
4233,0,0.999998094,0,18.73584324,70,70,70,1.00E-05
4237,0,0.999999882,1,2.780791521,80,0,5.966262618,0.999490655
4242,1,0.958314738,1,34.05156222,22,0,21.99999988,1.00E-05
4302,1,0.893413233,1,58.98050106,17,0,17,1.00E-05
4325,1,0.99988122,1,10.84437733,50,50,11.28985425,0.98014309
4393,0,0.99999899,1,14.76751388,71,0,85.78329915,0.866984437
4398,0,0.999998102,1,14.44724677,70,70,70,7.07E-06
4405,0,0.999998221,0,14.77962407,70,70,70,1.46E-06
4467,1,0.999844717,1,20.69841106,50,5,50.00000001,1.00E-05
4497,0,1,1,13.67686433,172,5,172,1.00E-05
4524,0,0.999987233,1,16.32473369,61,0,81.92555167,0.782251964
4540,0,0.999998221,0,14.41082819,70,70,70,1.46E-06
4548,0,0.999999614,1,13.82043623,75,5,119.629162,0.71851425
4559,0,0.999998221,0,14.64220295,70,70,70,1.46E-06
4563,1,0.999898679,1,23.60248215,49,31,27.84186999,0.814588735
4567,0,0.999998092,0,15.40524729,70,70,70,3.16E-06
4597,0,0.999998221,0,13.95764964,70,70,70,1.46E-06
4645,0,1,1,-0.001250553,282,5,-5.158466274,0.952452012
4647,0,0.999998221,0,15.8275547,70,70,70,1.46E-06
4660,1,0.940251365,1,75.77675424,20,20,6.291934675,0.997287332
4710,0,0.999998095,0,14.951247,70,70,70,4.47E-06
4712,0,0.999998091,0,14.54119028,70,70,70,3.54E-06
4735,0,0.999998078,0,17.25791448,70,70,70,2.77E-06
4778,0,1,1,16.48442085,106,0,47.17929077,0.932002179
4782,0,0.99999899,1,16.25116923,71,0,85.78329915,0.866984437
4795,0,0.999996582,0,18.22564728,70,70,70,2.58E-06
4803,0,0.999996616,0,15.36296836,70,70,70,2.77E-06
4807,1,0.984530014,1,23.46367469,29,0,0,1
4810,0,0.999998223,1,0.329547293,72,5,0,1
4817,0,0.999996816,0,18.02119294,70,70,70,1.29E-06
4830,0,0.999996816,0,17.26488636,70,70,70,1.29E-06
4837,0,0.999999713,1,-0.136209386,80,80,0,1
4841,0,0.999996616,0,16.19762232,70,70,70,2.77E-06
4846,0,0.999996816,0,15.28490533,70,70,70,1.29E-06
4903,0,0.999996582,0,15.02017817,70,70,70,2.58E-06
4958,0,1,1,-0.168376816,179,0,0,1
4994,0,0.99999661,0,17.1742928,70,70,70,3.54E-06
5021,0,0.999999686,1,15.74376868,80,80,79.99999999,1.00E-05
5022,0,0.999997044,1,15.94060601,70,70,69.99999999,1.00E-05
5025,0,1,1,0.264463452,235,0,0,1
5034,0,0.999979394,1,19.15445802,61,0,60.99999999,1.00E-05
5035,0,0.999996612,1,-0.067700494,70,70,0,1
5036,1,0.99989425,1,0.012709373,50,50,0,1
5041,0,0.999996721,1,0.075228265,70,70,0,1
5049,0,0.999996889,1,-0.061654982,70,70,0,1
5096,0,0.999996816,0,17.48772524,70,70,70,1.29E-06
5122,1,0.923852036,1,134.0098529,16,10,16,1.00E-05
5197,0,0.999996616,0,16.47170314,70,70,70,2.77E-06
5256,0,0.999999686,1,-0.178519867,80,80,0,1
5273,0,0.999996606,0,16.91161506,70,70,70,2.89E-06
5281,0,0.999996616,0,14.84761099,70,70,70,2.77E-06
5288,0,0.999996616,0,17.8818579,70,70,70,2.77E-06
5294,0,0.999996816,0,16.17143489,70,70,70,1.29E-06
5325,0,0.999996816,0,14.36218817,70,70,70,1.29E-06
5330,0,0.999996816,0,17.24022469,70,70,70,1.29E-06
5351,0,0.999996606,0,15.95499911,70,70,70,2.89E-06
5399,0,0.999996616,0,15.13954753,70,70,70,2.77E-06
5432,0,1,1,-0.114247695,232,5,0,1
5434,0,0.999998223,1,-0.146426188,72,5,0,1
5452,0,0.999996609,0,15.8097152,70,70,70,4.08E-06
5475,0,0.999996816,0,19.32952291,70,70,70,1.29E-06
5476,0,0.999996605,1,12.94536706,70,70,69.99999999,1.00E-05
5477,0,0.999996582,0,16.37682804,70,70,70,2.58E-06
5486,0,1,1,0.47055655,215,0,0,1
5505,0,0.99999661,0,16.57533587,70,70,70,3.54E-06
5512,0,0.999996816,0,14.77874036,70,70,70,1.29E-06
5557,0,1,1,14.77721201,151,0,151,1.00E-05
5609,0,0.99999661,0,13.92221814,70,70,69.99999999,1.00E-05
5623,0,0.999996618,1,15.89847724,70,70,69.99999999,1.00E-05
5624,0,1,1,-0.037116365,253,5,0,1
5634,0,0.999996895,1,0.362941695,70,70,0,1
5649,0,1,1,0.512012671,191,5,0,1
5655,0,0.999996622,1,17.75103037,70,70,70,5.77E-06
5678,0,0.99999661,0,15.12166481,70,70,70,3.54E-06
5691,0,0.999996616,0,16.6500539,70,70,70,2.77E-06
5705,0,0.999996605,1,18.68828603,70,70,69.99999999,1.00E-05
5716,0,1,1,14.20850374,170,5,170,1.00E-05
5728,0,0.999999254,1,14.8481562,75,5,74.99999999,1.00E-05
5761,0,0.999999999,1,0.118287261,103,0,0,1
5772,0,0.999996616,0,17.59347007,70,70,70,2.77E-06
5775,0,1,1,-1.00235939,235,0,0,1
5808,0,0.999996816,0,14.21166122,70,70,70,1.29E-06
5818,0,1,1,15.68968468,114,0,114,1.00E-05
5822,0,0.999999775,1,14.99993512,81,0,80.99999999,1.00E-05
5855,0,1,1,16.90166271,281,5,281,1.00E-05
5888,0,1,1,-0.201810911,215,0,0,1
5890,0,0.999971146,1,0.219457662,57,5,0,1
5919,0,0.999982154,1,0.079304504,61,0,0,1
5941,0,0.999996616,0,19.08864614,70,70,70,2.77E-06
5996,0,0.999996816,0,16.74083383,70,70,70,1.29E-06
5998,0,0.999996606,0,13.98746012,70,70,70,2.89E-06
10,1,0.997722327,1,11.55495609,39,0,10.2531867,0.996741733
36,1,0.965503582,1,79.5818228,20,20,7.15E-24,1
39,0,0.999996965,0,-0.221314027,70,70,0.000849003,1
49,1,0.728724766,1,132.7557741,11,0,1.17852082,0.998435323
51,0,0.999997466,1,0.036275224,66,0,0.015811634,0.999999966
52,1,0.980735298,1,35.30061656,28,5,5.24032608,0.991296696
54,1,0.988093363,1,22.8450668,31,0,6.55850773,0.996613378
56,0,0.99999556,0,6.889545043,70,70,18.97263184,0.971190156
58,0,0.99999556,0,7.330440777,70,70,18.97263184,0.971190156
62,0,0.999995589,0,4.044787317,70,70,4.074047463,0.999538339
63,0,0.999996965,0,-0.432711385,70,70,0.000849003,1
67,0,0.99999556,0,8.523321528,70,70,18.97263184,0.971190156
85,0,0.99999556,0,7.200707281,70,70,18.97263184,0.971190156
88,0,0.99999556,0,7.907814062,70,70,18.97263184,0.971190156
92,0,0.99999556,0,6.322984174,70,70,18.97263184,0.971190156
95,0,0.999999911,1,-0.320347967,80,80,5.28E-174,1
100,0,1,1,6.16710105,142,5,20.51664558,0.993469969
109,0,1,1,6.874105093,300,0,28.89280605,0.958945126
110,0,0.99999556,0,8.282000003,70,70,18.97263184,0.971190156
115,0,0.99999556,0,6.864920587,70,70,18.97263184,0.971190156
116,0,0.999995589,1,5.931803154,70,70,5.053346853,0.999454834
119,0,0.999999652,1,-0.578735214,80,31,1.44E-23,1
121,0,0.999999593,1,0.197857164,80,80,0.729352596,0.999974885
126,0,1,1,0.893317821,190,0,1.146353838,0.999509475
137,0,0.999995826,0,7.926492383,70,70,16.62022259,0.987920704
141,0,0.99999556,0,9.321260654,70,70,18.97263184,0.971190156
144,0,1,1,7.574358954,217,5,26.35088015,0.992473198
145,0,0.99999556,0,7.888278047,70,70,18.97263184,0.971190156
155,0,0.99999556,0,7.699352322,70,70,18.97263184,0.971190156
166,0,0.99999556,1,8.285048009,70,70,19.68247926,0.982597232
168,0,0.999995975,1,6.645520921,70,70,20.28451241,0.985169995
171,1,0.970819587,1,27.16403079,25,0,0.188841045,0.999705091
174,0,1,1,2.167567935,135,0,1.384954014,0.999488559
176,0,0.99999556,0,7.119662289,70,70,18.97263184,0.971190156
178,0,0.999996965,1,-0.657494624,70,70,0.001311188,1
179,0,0.999996965,0,-0.245175663,70,70,0.000849003,1
182,1,0.998004827,1,6.276733828,40,5,2.895229399,0.999961304
188,0,0.999999584,1,-1.015353297,80,80,0.162575558,0.999999291
194,0,0.999995596,1,8.265790987,70,70,28.55060133,0.955368581
201,1,0.936877807,1,40.14812933,21,0,3.172483385,0.99989045
220,0,1,1,-0.430192951,133,0,-0.134194197,0.999885932
224,0,0.99999556,0,7.53049659,70,70,18.97263184,0.971190156
230,0,0.99999556,0,7.196780125,70,70,18.97263184,0.971190156
237,0,0.99999556,0,8.580727909,70,70,18.97263184,0.971190156
252,0,1,1,7.838283343,300,0,9.200960159,0.997036642
258,0,0.999974205,1,1.443284704,61,0,2.254961294,0.99870096
261,1,0.999832468,1,0.351568448,52,0,0.276766362,0.999990571
263,1,0.993700246,1,14.91372277,34,0,-0.156484168,0.991563033
273,0,0.999999652,0,0.226458816,80,31,9.33E-24,1
274,0,0.999995914,1,7.213145268,70,70,10.11616689,0.996313924
275,0,0.99999556,0,8.079396702,70,70,18.97263184,0.971190156
277,0,0.99999556,0,8.468156248,70,70,18.97263184,0.971190156
285,0,1,1,0.259305912,201,0,1.389010049,0.999924523
291,1,0.991513807,1,11.6955028,32,0,7.267317295,0.997879929
294,0,0.999999899,1,6.540167137,86,5,8.04369238,0.996124101
296,0,0.99999556,0,7.676263177,70,70,18.97263184,0.971190156
302,0,0.99999556,0,7.676263177,70,70,18.97263184,0.971190156
303,0,0.99999556,0,7.964646014,70,70,18.97263184,0.971190156
304,0,1,1,0.970477985,280,280,3.44E-07,1
322,0,1,1,6.18779255,217,5,26.35088015,0.992473198
327,0,1,1,-0.432687858,135,5,0.599684591,0.999916059
336,0,0.999970296,1,3.772163737,60,5,3.407675385,0.99728027
337,0,0.99999556,0,8.927230601,70,70,18.97263184,0.971190156
342,0,0.999995826,0,8.141750616,70,70,16.62022259,0.987920704
343,0,0.999995972,1,8.12453843,70,70,27.25096379,0.955052212
352,0,0.999997662,1,4.289342475,72,5,3.566305316,0.998716885
365,0,0.999999627,1,0.024445969,80,80,1.038359096,0.999916077
366,0,0.99999556,0,7.33583535,70,70,18.97263184,0.971190156
368,0,0.99999556,0,6.753102086,70,70,18.97263184,0.971190156
391,0,0.99999556,0,7.6337037,70,70,18.97263184,0.971190156
402,0,0.99999556,0,9.267359926,70,70,18.97263184,0.971190156
404,1,0.877663137,1,124.0494881,10,10,6.14E-19,1
418,0,1,1,0.476088156,135,5,0.599684591,0.999916059
421,0,0.999996965,0,-0.194769539,70,70,0.000849003,1
427,0,0.999999627,0,-0.449898526,80,80,0.672344948,0.999964815
430,0,0.99999556,0,7.148431879,70,70,18.97263184,0.971190156
432,0,0.999999627,0,1.204744739,80,80,0.672344948,0.999964815
462,1,0.999808474,1,1.231752474,50,50,5.19E-06,1
472,0,0.999996975,0,0.35587622,70,70,0.003127344,1
474,0,1,1,-0.421276729,201,0,0.551617716,0.99999011
480,0,0.999999448,1,6.152188364,77,0,82.04239379,0.900343415
486,1,0.999748994,1,2.995449707,47,5,3.181441499,0.999843669
509,1,0.991513807,1,11.9627082,32,0,7.267317295,0.997879929
518,0,0.99999556,0,8.121524782,70,70,18.97263184,0.971190156
522,0,0.999995655,1,4.402760821,70,70,3.932086102,0.99946855
524,0,0.999995589,0,5.103187662,70,70,4.074047463,0.999538339
525,0,0.999996965,0,0.376255312,70,70,0.000849003,1
528,1,0.999805727,1,0.953059487,50,50,4.56E-05,1
547,0,0.99999556,0,6.687275708,70,70,18.97263184,0.971190156
549,1,0.936877807,1,39.05820529,21,0,3.172483385,0.99989045
557,1,0.999741487,1,11.8210123,50,5,13.02681577,0.906112312
558,0,0.999995895,0,8.171058787,70,70,20.19423964,0.961621556
569,1,0.998594677,1,6.016396757,42,5,4.513165094,0.999692809
572,0,0.999995993,1,2.153881722,69,5,2.135874155,0.998860246
573,0,0.999999911,0,-0.25404924,80,80,3.42E-174,1
576,0,0.99999556,0,7.613831022,70,70,18.97263184,0.971190156
603,0,0.99999556,0,8.21393078,70,70,18.97263184,0.971190156
630,0,0.999995972,1,7.458423118,70,70,27.25096379,0.955052212
635,0,0.999999652,0,0.162962186,80,31,9.33E-24,1
638,0,1,1,6.508052824,142,5,20.51664558,0.993469969
652,0,0.99999556,0,7.422594726,70,70,18.97263184,0.971190156
658,0,0.99999556,0,7.422594726,70,70,18.97263184,0.971190156
668,1,0.995479095,1,14.12396748,36,5,2.481639413,0.999768353
669,1,0.999087098,0,3.905229633,44,5,3.891916752,0.993055996
674,0,0.99999556,0,7.265241599,70,70,18.97263184,0.971190156
690,0,0.999999627,0,0.731544029,80,80,0.672344948,0.999964815
695,0,0.999999448,0,6.493962202,77,0,53.12303732,0.959478383
702,0,0.99999556,0,5.621966416,70,70,18.97263184,0.971190156
709,0,0.999999448,1,7.514238829,77,0,82.04239379,0.900343415
710,0,0.999996965,0,0.37388817,70,70,0.000849003,1
719,1,0.999831237,1,1.435435925,50,50,9.12E-07,1
727,1,0.999748994,1,4.196928311,47,5,3.181441499,0.999843669
729,1,0.996585075,1,8.652894795,37,4,1.214142897,0.999964778
750,0,0.999996975,1,0.103105481,70,70,0.004829821,0.999999999
751,0,1,1,0.20255657,298,0,0.433838317,0.999997483
754,0,0.999996965,0,0.038971117,70,70,0.000849003,1
755,0,1,1,-0.44006814,280,280,3.44E-07,1
756,0,0.999995826,0,5.59001847,70,70,16.62022259,0.987920704
763,0,0.999996965,0,0.663785226,70,70,0.000849003,1
768,0,0.999999627,0,-0.967178568,80,80,0.672344948,0.999964815
772,0,0.99999556,0,7.193774025,70,70,18.97263184,0.971190156
774,1,0.999832468,1,0.119659902,52,0,0.276766362,0.999990571
777,0,0.99999556,0,7.936100436,70,70,18.97263184,0.971190156
797,0,0.99999556,0,8.016188347,70,70,18.97263184,0.971190156
804,0,0.99999556,0,8.016188347,70,70,18.97263184,0.971190156
815,0,0.999995006,1,-0.573040183,66,5,0.136990818,0.9999974
821,0,0.999995826,0,8.788651238,70,70,16.62022259,0.987920704
830,0,0.999995914,1,8.54520074,70,70,10.11616689,0.996313924
837,0,0.99999556,0,7.878826357,70,70,18.97263184,0.971190156
842,0,0.999999911,1,0.516634618,80,80,5.28E-174,1
843,0,1,1,7.3085297,239,5,44.43062597,0.992356678
848,0,0.99999556,0,6.668902332,70,70,18.97263184,0.971190156
854,1,0.998069575,1,7.824402299,40,5,1.874540392,0.999520937
860,0,0.999995895,1,8.164660785,70,70,21.6742762,0.96070998
869,0,0.999996975,0,-0.31755074,70,70,0.003127344,1
872,0,0.99999556,0,6.859530417,70,70,18.97263184,0.971190156
875,0,0.999999997,1,0.204377457,101,0,0.567321542,0.999963485
878,0,1,1,1.556084239,201,0,1.389010049,0.999924523
885,0,0.99999556,0,7.785677813,70,70,18.97263184,0.971190156
889,0,0.99999556,0,6.68522449,70,70,18.97263184,0.971190156
890,0,0.999995725,1,4.921635295,70,70,4.208147783,0.999542966
896,0,0.99999556,0,7.729341566,70,70,18.97263184,0.971190156
904,0,0.999999448,1,7.154476095,77,0,82.04239379,0.900343415
918,1,0.999087098,0,4.89332417,44,5,3.891916752,0.993055996
922,0,1,1,0.955571064,141,5,1.514119255,0.999916063
928,0,0.999999912,1,0.282826653,80,80,8.16E-174,1
929,0,0.999999997,1,2.260238866,101,0,1.891550871,0.997275066
935,0,1,1,2.391628913,193,0,2.504488792,0.999522465
951,0,0.999996965,0,0.209506863,70,70,0.000849003,1
965,0,0.999999627,1,1.666585482,80,80,1.038359096,0.999916077
974,0,1,1,6.09191967,158,0,6.129796925,0.999316963
979,0,1,1,5.957687151,217,5,26.35088015,0.992473198
987,0,1,1,2.476229186,115,0,2.755551668,0.998831404
990,0,0.999996796,0,0.302671664,70,70,0.00318635,1
1016,0,1,1,-0.504386783,177,177,2.49E-47,1
1017,1,0.995479095,1,12.65476836,36,5,2.481639413,0.999768353
1021,0,1,1,-0.116780252,298,0,0.433838317,0.999997483
1027,0,0.99999556,1,8.854088532,70,70,19.68247926,0.982597232
1028,0,0.999995589,0,3.227505864,70,70,4.074047463,0.999538339
1033,0,0.999995605,1,7.627095454,70,70,11.13593774,0.995236083
1035,0,0.99999556,0,8.333393707,70,70,18.97263184,0.971190156
1050,0,0.99999556,0,6.327421066,70,70,18.97263184,0.971190156
1055,0,1,1,6.495740292,300,0,28.89280605,0.958945126
1057,0,1,1,-0.190304857,133,0,-0.134194197,0.999885932
1069,0,1,1,2.194885579,201,0,1.389010049,0.999924523
1075,1,0.989186412,1,25.29218607,31,0,-0.414237022,0.995987158
1076,0,1,1,4.757958069,300,0,9.200960159,0.997036642
1077,1,0.989186412,1,23.64446178,31,0,-0.414237022,0.995987158
1083,1,0.999857649,1,1.69800507,53,0,1.956460726,0.992954638
1086,1,0.999781251,1,4.97428927,51,0,4.728295102,0.993296193
1090,0,0.999995826,0,7.414213481,70,70,16.62022259,0.987920704
1094,0,0.99999556,0,7.407385355,70,70,18.97263184,0.971190156
1097,0,0.99999556,0,7.407385355,70,70,18.97263184,0.971190156
1114,0,0.99999556,0,6.875379369,70,70,18.97263184,0.971190156
1115,0,0.99999556,0,6.168272588,70,70,18.97263184,0.971190156
1118,0,0.999996965,0,0.11248805,70,70,0.000849003,1
1123,0,0.99999556,0,6.819290511,70,70,18.97263184,0.971190156
1126,1,0.997722327,1,10.36734421,39,0,10.2531867,0.996741733
1151,1,0.970819587,1,26.57822171,25,0,0.188841045,0.999705091
1152,0,0.999999911,1,0.167621434,80,80,5.28E-174,1
1157,0,0.99999556,0,5.723770688,70,70,18.97263184,0.971190156
1162,0,1,1,6.682191086,253,5,125.7796264,0.907863659
1163,0,0.999995826,0,6.141198197,70,70,16.62022259,0.987920704
1164,0,0.999996975,1,-0.344126195,70,70,0.004829821,0.999999999
1165,0,0.999997287,0,12.40389788,70,70,70,5.77E-06
1166,1,0.982638983,1,33.16745505,28,5,28,1.00E-05
1173,0,0.999999787,1,11.76172442,80,80,80,7.07E-06
1176,0,0.999997373,1,12.70736111,70,70,69.99999999,1.00E-05
